vessel_id,vessel_name,current_region,route_corridor,cargo_type,value_usd,priority,status,origin_port,destination_port
V01062,Andaman-102,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,25785000.00,Critical,In Transit,Houston,London
V01063,Andaman-103,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,8202500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01064,Andaman-104,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,5020000.00,High,Customs Hold,Busan,Shanghai
V01065,Andaman-105,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,5937500.00,High,Scheduled,Yokohama,Jebel Ali
V01066,Andaman-106,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,7655000.00,Medium,At Sea,Kaohsiung,Panama City
V01067,Andaman-107,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,9072500.00,High,In Transit,Dubai,Suez
V01068,Andaman-108,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,4490000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01069,Andaman-109,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,11507500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01070,Andaman-110,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,7225000.00,High,Scheduled,Hamburg,Manila
V01071,Andaman-111,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,10442500.00,Critical,At Sea,Los Angeles,Singapore
V01072,Andaman-112,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,25960000.00,Critical,In Transit,Houston,London
V01073,Andaman-113,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,8377500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01074,Andaman-114,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,5195000.00,High,Customs Hold,Busan,Shanghai
V01075,Andaman-115,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,6112500.00,High,Scheduled,Yokohama,Jebel Ali
V01076,Andaman-116,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,7830000.00,Medium,At Sea,Kaohsiung,Panama City
V01077,Andaman-117,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,9247500.00,High,In Transit,Dubai,Suez
V01078,Andaman-118,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,4665000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01079,Andaman-119,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,11682500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01080,Andaman-120,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,7400000.00,High,Scheduled,Hamburg,Manila
V01081,Gulf-001,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,8517500.00,Critical,At Sea,Los Angeles,Singapore
V01082,Gulf-002,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,24035000.00,Critical,In Transit,Houston,London
V01083,Gulf-003,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,6452500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01084,Gulf-004,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,3270000.00,High,Customs Hold,Busan,Shanghai
V01085,Gulf-005,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,4187500.00,High,Scheduled,Yokohama,Jebel Ali
V01086,Gulf-006,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,5905000.00,Medium,At Sea,Kaohsiung,Panama City
V01087,Gulf-007,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,7322500.00,High,In Transit,Dubai,Suez
V01088,Gulf-008,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,2740000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01089,Gulf-009,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,9757500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01090,Gulf-010,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,5475000.00,High,Scheduled,Hamburg,Manila
V01091,Gulf-011,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,8692500.00,Critical,At Sea,Los Angeles,Singapore
V01092,Gulf-012,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,24210000.00,Critical,In Transit,Houston,London
V01093,Gulf-013,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,6627500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01094,Gulf-014,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,3445000.00,High,Customs Hold,Busan,Shanghai
V01095,Gulf-015,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,4362500.00,High,Scheduled,Yokohama,Jebel Ali
V01096,Gulf-016,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,6080000.00,Medium,At Sea,Kaohsiung,Panama City
V01097,Gulf-017,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,7497500.00,High,In Transit,Dubai,Suez
V01098,Gulf-018,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,2915000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01099,Gulf-019,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,9932500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01100,Gulf-020,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,5650000.00,High,Scheduled,Hamburg,Manila
V01101,Gulf-021,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,8867500.00,Critical,At Sea,Los Angeles,Singapore
V01102,Gulf-022,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,24385000.00,Critical,In Transit,Houston,London
V01103,Gulf-023,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,6802500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01104,Gulf-024,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,3620000.00,High,Customs Hold,Busan,Shanghai
V01105,Gulf-025,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,4537500.00,High,Scheduled,Yokohama,Jebel Ali
V01106,Gulf-026,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,6255000.00,Medium,At Sea,Kaohsiung,Panama City
V01107,Gulf-027,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,7672500.00,High,In Transit,Dubai,Suez
V01108,Gulf-028,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,3090000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01109,Gulf-029,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,10107500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01110,Gulf-030,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,5825000.00,High,Scheduled,Hamburg,Manila
V01111,Gulf-031,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,9042500.00,Critical,At Sea,Los Angeles,Singapore
V01112,Gulf-032,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,24560000.00,Critical,In Transit,Houston,London
V01113,Gulf-033,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,6977500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01114,Gulf-034,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,3795000.00,High,Customs Hold,Busan,Shanghai
V01115,Gulf-035,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,4712500.00,High,Scheduled,Yokohama,Jebel Ali
V01116,Gulf-036,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,6430000.00,Medium,At Sea,Kaohsiung,Panama City
V01117,Gulf-037,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,7847500.00,High,In Transit,Dubai,Suez
V01118,Gulf-038,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,3265000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01119,Gulf-039,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,10282500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01120,Gulf-040,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,6000000.00,High,Scheduled,Hamburg,Manila
V01121,Gulf-041,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,9217500.00,Critical,At Sea,Los Angeles,Singapore
V01122,Gulf-042,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,24735000.00,Critical,In Transit,Houston,London
V01123,Gulf-043,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,7152500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01124,Gulf-044,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,3970000.00,High,Customs Hold,Busan,Shanghai
V01125,Gulf-045,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,4887500.00,High,Scheduled,Yokohama,Jebel Ali
V01126,Gulf-046,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,6605000.00,Medium,At Sea,Kaohsiung,Panama City
V01127,Gulf-047,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,8022500.00,High,In Transit,Dubai,Suez
V01128,Gulf-048,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,3440000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01129,Gulf-049,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,10457500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01130,Gulf-050,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,6175000.00,High,Scheduled,Hamburg,Manila
V01131,Gulf-051,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,9392500.00,Critical,At Sea,Los Angeles,Singapore
V01132,Gulf-052,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,24910000.00,Critical,In Transit,Houston,London
V01133,Gulf-053,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,7327500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01134,Gulf-054,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,4145000.00,High,Customs Hold,Busan,Shanghai
V01135,Gulf-055,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,5062500.00,High,Scheduled,Yokohama,Jebel Ali
V01136,Gulf-056,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,6780000.00,Medium,At Sea,Kaohsiung,Panama City
V01137,Gulf-057,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,8197500.00,High,In Transit,Dubai,Suez
V01138,Gulf-058,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,3615000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01139,Gulf-059,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,10632500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01140,Gulf-060,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,6350000.00,High,Scheduled,Hamburg,Manila
V01141,Gulf-061,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,9567500.00,Critical,At Sea,Los Angeles,Singapore
V01142,Gulf-062,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,25085000.00,Critical,In Transit,Houston,London
V01143,Gulf-063,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,7502500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01144,Gulf-064,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,4320000.00,High,Customs Hold,Busan,Shanghai
V01145,Gulf-065,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,5237500.00,High,Scheduled,Yokohama,Jebel Ali
V01146,Gulf-066,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,6955000.00,Medium,At Sea,Kaohsiung,Panama City
V01147,Gulf-067,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,8372500.00,High,In Transit,Dubai,Suez
V01148,Gulf-068,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,3790000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01149,Gulf-069,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,10807500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01150,Gulf-070,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,6525000.00,High,Scheduled,Hamburg,Manila
V01151,Gulf-071,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,9742500.00,Critical,At Sea,Los Angeles,Singapore
V01152,Gulf-072,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,25260000.00,Critical,In Transit,Houston,London
V01153,Gulf-073,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,7677500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01154,Gulf-074,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,4495000.00,High,Customs Hold,Busan,Shanghai
V01155,Gulf-075,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,5412500.00,High,Scheduled,Yokohama,Jebel Ali
V01156,Gulf-076,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,7130000.00,Medium,At Sea,Kaohsiung,Panama City
V01157,Gulf-077,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,8547500.00,High,In Transit,Dubai,Suez
V01158,Gulf-078,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,3965000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01159,Gulf-079,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,10982500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01160,Gulf-080,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,6700000.00,High,Scheduled,Hamburg,Manila
V01161,Gulf-081,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,9917500.00,Critical,At Sea,Los Angeles,Singapore
V01162,Gulf-082,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,25435000.00,Critical,In Transit,Houston,London
V01163,Gulf-083,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,7852500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01164,Gulf-084,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,4670000.00,High,Customs Hold,Busan,Shanghai
V01165,Gulf-085,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,5587500.00,High,Scheduled,Yokohama,Jebel Ali
V01166,Gulf-086,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,7305000.00,Medium,At Sea,Kaohsiung,Panama City
V01167,Gulf-087,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,8722500.00,High,In Transit,Dubai,Suez
V01168,Gulf-088,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,4140000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01169,Gulf-089,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,11157500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01170,Gulf-090,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,6875000.00,High,Scheduled,Hamburg,Manila
V01171,Gulf-091,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,10092500.00,Critical,At Sea,Los Angeles,Singapore
V01172,Gulf-092,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,25610000.00,Critical,In Transit,Houston,London
V01173,Gulf-093,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,8027500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01174,Gulf-094,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,4845000.00,High,Customs Hold,Busan,Shanghai
V01175,Gulf-095,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,5762500.00,High,Scheduled,Yokohama,Jebel Ali
V01176,Gulf-096,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,7480000.00,Medium,At Sea,Kaohsiung,Panama City
V01177,Gulf-097,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,8897500.00,High,In Transit,Dubai,Suez
V01178,Gulf-098,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,4315000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01179,Gulf-099,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,11332500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01180,Gulf-100,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,7050000.00,High,Scheduled,Hamburg,Manila
V01181,Gulf-101,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,10267500.00,Critical,At Sea,Los Angeles,Singapore
V01182,Gulf-102,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,25785000.00,Critical,In Transit,Houston,London
V01183,Gulf-103,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,8202500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01184,Gulf-104,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,5020000.00,High,Customs Hold,Busan,Shanghai
V01185,Gulf-105,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,5937500.00,High,Scheduled,Yokohama,Jebel Ali
V01186,Gulf-106,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,7655000.00,Medium,At Sea,Kaohsiung,Panama City
V01187,Gulf-107,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,9072500.00,High,In Transit,Dubai,Suez
V01188,Gulf-108,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,4490000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01189,Gulf-109,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,11507500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01190,Gulf-110,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,7225000.00,High,Scheduled,Hamburg,Manila
V01191,Gulf-111,Gulf of Thailand,Thailand-Coastal-Lane,Semiconductor Wafers,10442500.00,Critical,At Sea,Los Angeles,Singapore
V01192,Gulf-112,Gulf of Thailand,Thailand-Coastal-Lane,Crude Oil,25960000.00,Critical,In Transit,Houston,London
V01193,Gulf-113,Gulf of Thailand,Thailand-Coastal-Lane,Consumer Electronics,8377500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01194,Gulf-114,Gulf of Thailand,Thailand-Coastal-Lane,Medical Supplies,5195000.00,High,Customs Hold,Busan,Shanghai
V01195,Gulf-115,Gulf of Thailand,Thailand-Coastal-Lane,Automotive Components,6112500.00,High,Scheduled,Yokohama,Jebel Ali
V01196,Gulf-116,Gulf of Thailand,Thailand-Coastal-Lane,Industrial Machinery,7830000.00,Medium,At Sea,Kaohsiung,Panama City
V01197,Gulf-117,Gulf of Thailand,Thailand-Coastal-Lane,Battery Cells,9247500.00,High,In Transit,Dubai,Suez
V01198,Gulf-118,Gulf of Thailand,Thailand-Coastal-Lane,Containerized Retail Goods,4665000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01199,Gulf-119,Gulf of Thailand,Thailand-Coastal-Lane,LNG Equipment,11682500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01200,Gulf-120,Gulf of Thailand,Thailand-Coastal-Lane,Telecom Hardware,7400000.00,High,Scheduled,Hamburg,Manila
V01201,English-001,English Channel,UK-Europe-Channel,Semiconductor Wafers,8517500.00,Critical,At Sea,Los Angeles,Singapore
V01202,English-002,English Channel,UK-Europe-Channel,Crude Oil,24035000.00,Critical,In Transit,Houston,London
V01203,English-003,English Channel,UK-Europe-Channel,Consumer Electronics,6452500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01204,English-004,English Channel,UK-Europe-Channel,Medical Supplies,3270000.00,High,Customs Hold,Busan,Shanghai
V01205,English-005,English Channel,UK-Europe-Channel,Automotive Components,4187500.00,High,Scheduled,Yokohama,Jebel Ali
V01206,English-006,English Channel,UK-Europe-Channel,Industrial Machinery,5905000.00,Medium,At Sea,Kaohsiung,Panama City
V01207,English-007,English Channel,UK-Europe-Channel,Battery Cells,7322500.00,High,In Transit,Dubai,Suez
V01208,English-008,English Channel,UK-Europe-Channel,Containerized Retail Goods,2740000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01209,English-009,English Channel,UK-Europe-Channel,LNG Equipment,9757500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01210,English-010,English Channel,UK-Europe-Channel,Telecom Hardware,5475000.00,High,Scheduled,Hamburg,Manila
V01211,English-011,English Channel,UK-Europe-Channel,Semiconductor Wafers,8692500.00,Critical,At Sea,Los Angeles,Singapore
V01212,English-012,English Channel,UK-Europe-Channel,Crude Oil,24210000.00,Critical,In Transit,Houston,London
V01213,English-013,English Channel,UK-Europe-Channel,Consumer Electronics,6627500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01214,English-014,English Channel,UK-Europe-Channel,Medical Supplies,3445000.00,High,Customs Hold,Busan,Shanghai
V01215,English-015,English Channel,UK-Europe-Channel,Automotive Components,4362500.00,High,Scheduled,Yokohama,Jebel Ali
V01216,English-016,English Channel,UK-Europe-Channel,Industrial Machinery,6080000.00,Medium,At Sea,Kaohsiung,Panama City
V01217,English-017,English Channel,UK-Europe-Channel,Battery Cells,7497500.00,High,In Transit,Dubai,Suez
V01218,English-018,English Channel,UK-Europe-Channel,Containerized Retail Goods,2915000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01219,English-019,English Channel,UK-Europe-Channel,LNG Equipment,9932500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01220,English-020,English Channel,UK-Europe-Channel,Telecom Hardware,5650000.00,High,Scheduled,Hamburg,Manila
V01221,English-021,English Channel,UK-Europe-Channel,Semiconductor Wafers,8867500.00,Critical,At Sea,Los Angeles,Singapore
V01222,English-022,English Channel,UK-Europe-Channel,Crude Oil,24385000.00,Critical,In Transit,Houston,London
V01223,English-023,English Channel,UK-Europe-Channel,Consumer Electronics,6802500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01224,English-024,English Channel,UK-Europe-Channel,Medical Supplies,3620000.00,High,Customs Hold,Busan,Shanghai
V01225,English-025,English Channel,UK-Europe-Channel,Automotive Components,4537500.00,High,Scheduled,Yokohama,Jebel Ali
V01226,English-026,English Channel,UK-Europe-Channel,Industrial Machinery,6255000.00,Medium,At Sea,Kaohsiung,Panama City
V01227,English-027,English Channel,UK-Europe-Channel,Battery Cells,7672500.00,High,In Transit,Dubai,Suez
V01228,English-028,English Channel,UK-Europe-Channel,Containerized Retail Goods,3090000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01229,English-029,English Channel,UK-Europe-Channel,LNG Equipment,10107500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01230,English-030,English Channel,UK-Europe-Channel,Telecom Hardware,5825000.00,High,Scheduled,Hamburg,Manila
V01231,English-031,English Channel,UK-Europe-Channel,Semiconductor Wafers,9042500.00,Critical,At Sea,Los Angeles,Singapore
V01232,English-032,English Channel,UK-Europe-Channel,Crude Oil,24560000.00,Critical,In Transit,Houston,London
V01233,English-033,English Channel,UK-Europe-Channel,Consumer Electronics,6977500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01234,English-034,English Channel,UK-Europe-Channel,Medical Supplies,3795000.00,High,Customs Hold,Busan,Shanghai
V01235,English-035,English Channel,UK-Europe-Channel,Automotive Components,4712500.00,High,Scheduled,Yokohama,Jebel Ali
V01236,English-036,English Channel,UK-Europe-Channel,Industrial Machinery,6430000.00,Medium,At Sea,Kaohsiung,Panama City
V01237,English-037,English Channel,UK-Europe-Channel,Battery Cells,7847500.00,High,In Transit,Dubai,Suez
V01238,English-038,English Channel,UK-Europe-Channel,Containerized Retail Goods,3265000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01239,English-039,English Channel,UK-Europe-Channel,LNG Equipment,10282500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01240,English-040,English Channel,UK-Europe-Channel,Telecom Hardware,6000000.00,High,Scheduled,Hamburg,Manila
V01241,English-041,English Channel,UK-Europe-Channel,Semiconductor Wafers,9217500.00,Critical,At Sea,Los Angeles,Singapore
V01242,English-042,English Channel,UK-Europe-Channel,Crude Oil,24735000.00,Critical,In Transit,Houston,London
V01243,English-043,English Channel,UK-Europe-Channel,Consumer Electronics,7152500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01244,English-044,English Channel,UK-Europe-Channel,Medical Supplies,3970000.00,High,Customs Hold,Busan,Shanghai
V01245,English-045,English Channel,UK-Europe-Channel,Automotive Components,4887500.00,High,Scheduled,Yokohama,Jebel Ali
V01246,English-046,English Channel,UK-Europe-Channel,Industrial Machinery,6605000.00,Medium,At Sea,Kaohsiung,Panama City
V01247,English-047,English Channel,UK-Europe-Channel,Battery Cells,8022500.00,High,In Transit,Dubai,Suez
V01248,English-048,English Channel,UK-Europe-Channel,Containerized Retail Goods,3440000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01249,English-049,English Channel,UK-Europe-Channel,LNG Equipment,10457500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01250,English-050,English Channel,UK-Europe-Channel,Telecom Hardware,6175000.00,High,Scheduled,Hamburg,Manila
V01251,English-051,English Channel,UK-Europe-Channel,Semiconductor Wafers,9392500.00,Critical,At Sea,Los Angeles,Singapore
V01252,English-052,English Channel,UK-Europe-Channel,Crude Oil,24910000.00,Critical,In Transit,Houston,London
V01253,English-053,English Channel,UK-Europe-Channel,Consumer Electronics,7327500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01254,English-054,English Channel,UK-Europe-Channel,Medical Supplies,4145000.00,High,Customs Hold,Busan,Shanghai
V01255,English-055,English Channel,UK-Europe-Channel,Automotive Components,5062500.00,High,Scheduled,Yokohama,Jebel Ali
V01256,English-056,English Channel,UK-Europe-Channel,Industrial Machinery,6780000.00,Medium,At Sea,Kaohsiung,Panama City
V01257,English-057,English Channel,UK-Europe-Channel,Battery Cells,8197500.00,High,In Transit,Dubai,Suez
V01258,English-058,English Channel,UK-Europe-Channel,Containerized Retail Goods,3615000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01259,English-059,English Channel,UK-Europe-Channel,LNG Equipment,10632500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01260,English-060,English Channel,UK-Europe-Channel,Telecom Hardware,6350000.00,High,Scheduled,Hamburg,Manila
V01261,English-061,English Channel,UK-Europe-Channel,Semiconductor Wafers,9567500.00,Critical,At Sea,Los Angeles,Singapore
V01262,English-062,English Channel,UK-Europe-Channel,Crude Oil,25085000.00,Critical,In Transit,Houston,London
V01263,English-063,English Channel,UK-Europe-Channel,Consumer Electronics,7502500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01264,English-064,English Channel,UK-Europe-Channel,Medical Supplies,4320000.00,High,Customs Hold,Busan,Shanghai
V01265,English-065,English Channel,UK-Europe-Channel,Automotive Components,5237500.00,High,Scheduled,Yokohama,Jebel Ali
V01266,English-066,English Channel,UK-Europe-Channel,Industrial Machinery,6955000.00,Medium,At Sea,Kaohsiung,Panama City
V01267,English-067,English Channel,UK-Europe-Channel,Battery Cells,8372500.00,High,In Transit,Dubai,Suez
V01268,English-068,English Channel,UK-Europe-Channel,Containerized Retail Goods,3790000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01269,English-069,English Channel,UK-Europe-Channel,LNG Equipment,10807500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01270,English-070,English Channel,UK-Europe-Channel,Telecom Hardware,6525000.00,High,Scheduled,Hamburg,Manila
